Name,Surah,Ayat,Arabic
The Story,28,58,وَكَمْ أَهْلَكْنَا مِن قَرْيَةٍ بَطِرَتْ مَعِيشَتَهَا فَتِلْكَ مَسَاكِنُهُمْ لَمْ تُسْكَن مِّن بَعْدِهِمْ إِلاَّ قَلِيلاً وَكُنَّا نَحْنُ ٱلْوَارِثِينَ
The Story,28,59,وَمَا كَانَ رَبُّكَ مُهْلِكَ ٱلْقُرَىٰ حَتَّىٰ يَبْعَثَ فِيۤ أُمِّهَا رَسُولاً يَتْلُو عَلَيْهِمْ آيَاتِنَا وَمَا كُنَّا مُهْلِكِي ٱلْقُرَىٰ إِلاَّ وَأَهْلُهَا ظَالِمُونَ
The Story,28,60,وَمَآ أُوتِيتُم مِّن شَيْءٍ فَمَتَاعُ ٱلْحَيَاةِ ٱلدُّنْيَا وَزِينَتُهَا وَمَا عِندَ ٱللَّهِ خَيْرٌ وَأَبْقَىٰ أَفَلاَ تَعْقِلُونَ
The Story,28,61,أَفَمَن وَعَدْنَاهُ وَعْداً حَسَناً فَهُوَ لاَقِيهِ كَمَن مَّتَّعْنَاهُ مَتَاعَ ٱلْحَيَاةِ ٱلدُّنْيَا ثُمَّ هُوَ يَوْمَ ٱلْقِيَامَةِ مِنَ ٱلْمُحْضَرِينَ
The Story,28,62,وَيَوْمَ يُنَادِيهِمْ فَيَقُولُ أَيْنَ شُرَكَآئِيَ ٱلَّذِينَ كُنتُمْ تَزْعُمُونَ
The Story,28,63,قَالَ ٱلَّذِينَ حَقَّ عَلَيْهِمُ ٱلْقَوْلُ رَبَّنَا هَـٰؤُلاۤءِ ٱلَّذِينَ أَغْوَيْنَآ أَغْوَيْنَاهُمْ كَمَا غَوَيْنَا تَبَرَّأْنَآ إِلَيْكَ مَا كَانُوۤاْ إِيَّانَا يَعْبُدُونَ
The Story,28,64,وَقِيلَ ٱدْعُواْ شُرَكَآءَكُمْ فَدَعَوْهُمْ فَلَمْ يَسْتَجِيبُواْ لَهُمْ وَرَأَوُاْ ٱلْعَذَابَ لَوْ أَنَّهُمْ كَانُواْ يَهْتَدُونَ
The Story,28,65,وَيَوْمَ يُنَادِيهِمْ فَيَقُولُ مَاذَآ أَجَبْتُمُ ٱلْمُرْسَلِينَ
The Story,28,66,فَعَمِيَتْ عَلَيْهِمُ ٱلأَنبَـآءُ يَوْمَئِذٍ فَهُمْ لاَ يَتَسَآءَلُونَ
The Story,28,67,فَأَمَّا مَن تَابَ وَآمَنَ وَعَمِلَ صَالِحاً فَعَسَىٰ أَن يَكُونَ مِنَ ٱلْمُفْلِحِينَ
The Story,28,68,وَرَبُّكَ يَخْلُقُ مَا يَشَآءُ وَيَخْتَارُ مَا كَانَ لَهُمُ ٱلْخِيَرَةُ سُبْحَانَ ٱللَّهِ وَتَعَالَىٰ عَمَّا يُشْرِكُونَ
The Story,28,69,وَرَبُّكَ يَعْلَمُ مَا تُكِنُّ صُدُورُهُمْ وَمَا يُعْلِنُونَ
The Story,28,70,وَهُوَ ٱللَّهُ لاۤ إِلَـٰهَ إِلاَّ هُوَ لَهُ ٱلْحَمْدُ فِي ٱلأُولَىٰ وَٱلآخِرَةِ وَلَهُ ٱلْحُكْمُ وَإِلَيْهِ تُرْجَعُونَ
The Story,28,71,قُلْ أَرَأَيْتُمْ إِن جَعَلَ ٱللَّهُ عَلَيْكُمُ ٱلْلَّيْلَ سَرْمَداً إِلَىٰ يَوْمِ ٱلْقِيَامَةِ مَنْ إِلَـٰهٌ غَيْرُ ٱللَّهِ يَأْتِيكُمْ بِضِيَآءٍ أَفَلاَ تَسْمَعُونَ
The Story,28,72,قُلْ أَرَأَيْتُمْ إِن جَعَلَ ٱللَّهُ عَلَيْكُمُ ٱلنَّهَارَ سَرْمَداً إِلَىٰ يَوْمِ ٱلْقِيَامَةِ مَنْ إِلَـٰهٌ غَيْرُ ٱللَّهِ يَأْتِيكُمْ بِلَيْلٍ تَسْكُنُونَ فِيهِ أَفلاَ تُبْصِرُونَ
The Story,28,73,وَمِن رَّحْمَتِهِ جَعَلَ لَكُمُ ٱلَّيلَ وَٱلنَّهَارَ لِتَسْكُنُواْ فِيهِ وَلِتَبتَغُواْ مِن فَضْلِهِ وَلَعَلَّكُمْ تَشْكُرُونَ
The Story,28,74,وَيَوْمَ يُنَادِيهِمْ فَيَقُولُ أَيْنَ شُرَكَآئِيَ ٱلَّذِينَ كُنتُمْ تَزْعُمُونَ
The Story,28,75,وَنَزَعْنَا مِن كُلِّ أُمَّةٍ شَهِيداً فَقُلْنَا هَاتُواْ بُرْهَانَكُمْ فَعَلِمُوۤاْ أَنَّ ٱلْحَقَّ لِلَّهِ وَضَلَّ عَنْهُمْ مَّا كَانُواْ يَفْتَرُونَ
The Story,28,76,إِنَّ قَارُونَ كَانَ مِن قَوْمِ مُوسَىٰ فَبَغَىٰ عَلَيْهِمْ وَآتَيْنَاهُ مِنَ ٱلْكُنُوزِ مَآ إِنَّ مَفَاتِحَهُ لَتَنُوءُ بِٱلْعُصْبَةِ أُوْلِي ٱلْقُوَّةِ إِذْ قَالَ لَهُ قَوْمُهُ لاَ تَفْرَحْ إِنَّ ٱللَّهَ لاَ يُحِبُّ ٱلْفَرِحِينَ
The Story,28,77,وَٱبْتَغِ فِيمَآ آتَاكَ ٱللَّهُ ٱلدَّارَ ٱلآخِرَةَ وَلاَ تَنسَ نَصِيبَكَ مِنَ ٱلدُّنْيَا وَأَحْسِن كَمَآ أَحْسَنَ ٱللَّهُ إِلَيْكَ وَلاَ تَبْغِ ٱلْفَسَادَ فِي ٱلأَرْضِ إِنَّ ٱللَّهَ لاَ يُحِبُّ ٱلْمُفْسِدِينَ
The Story,28,78,قَالَ إِنَّمَآ أُوتِيتُهُ عَلَىٰ عِلْمٍ عِندِيۤ أَوَلَمْ يَعْلَمْ أَنَّ ٱللَّهَ قَدْ أَهْلَكَ مِن قَبْلِهِ مِنَ ٱلْقُرُونِ مَنْ هُوَ أَشَدُّ مِنْهُ قُوَّةً وَأَكْثَرُ جَمْعاً وَلاَ يُسْأَلُ عَن ذُنُوبِهِمُ ٱلْمُجْرِمُونَ
The Story,28,79,فَخَرَجَ عَلَىٰ قَوْمِهِ فِي زِينَتِهِ قَالَ ٱلَّذِينَ يُرِيدُونَ ٱلْحَيَاةَ ٱلدُّنْيَا يٰلَيْتَ لَنَا مِثْلَ مَآ أُوتِيَ قَارُونُ إِنَّهُ لَذُو حَظٍّ عَظِيمٍ
The Story,28,80,وَقَالَ ٱلَّذِينَ أُوتُواْ ٱلْعِلْمَ وَيْلَكُمْ ثَوَابُ ٱللَّهِ خَيْرٌ لِّمَنْ آمَنَ وَعَمِلَ صَالِحاً وَلاَ يُلَقَّاهَآ إِلاَّ ٱلصَّابِرُونَ
The Story,28,81,فَخَسَفْنَا بِهِ وَبِدَارِهِ ٱلأَرْضَ فَمَا كَانَ لَهُ مِن فِئَةٍ يَنصُرُونَهُ مِن دُونِ ٱللَّهِ وَمَا كَانَ مِنَ ٱلْمُنتَصِرِينَ
The Story,28,82,وَأَصْبَحَ ٱلَّذِينَ تَمَنَّوْاْ مَكَانَهُ بِٱلأَمْسِ يَقُولُونَ وَيْكَأَنَّ ٱللَّهَ يَبْسُطُ ٱلرِّزْقَ لِمَن يَشَآءُ مِنْ عِبَادِهِ وَيَقْدِرُ لَوْلاۤ أَن مَّنَّ ٱللَّهُ عَلَيْنَا لَخَسَفَ بِنَا وَيْكَأَنَّهُ لاَ يُفْلِحُ ٱلْكَافِرُونَ
The Story,28,83,تِلْكَ ٱلدَّارُ ٱلآخِرَةُ نَجْعَلُهَا لِلَّذِينَ لاَ يُرِيدُونَ عُلُوّاً فِي ٱلأَرْضِ وَلاَ فَسَاداً وَٱلْعَاقِبَةُ لِلْمُتَّقِينَ
The Story,28,84,مَن جَآءَ بِٱلْحَسَنَةِ فَلَهُ خَيْرٌ مِّنْهَا وَمَن جَآءَ بِٱلسَّيِّئَةِ فَلاَ يُجْزَى ٱلَّذِينَ عَمِلُواْ ٱلسَّيِّئَاتِ إِلاَّ مَا كَانُواْ يَعْمَلُونَ
The Story,28,85,إِنَّ ٱلَّذِي فَرَضَ عَلَيْكَ ٱلْقُرْآنَ لَرَآدُّكَ إِلَىٰ مَعَادٍ قُل رَّبِّيۤ أَعْلَمُ مَن جَآءَ بِٱلْهُدَىٰ وَمَنْ هُوَ فِي ضَلاَلٍ مُّبِينٍ
The Story,28,86,وَمَا كُنتَ تَرْجُوۤ أَن يُلْقَىٰ إِلَيْكَ ٱلْكِتَابُ إِلاَّ رَحْمَةً مِّن رَّبِّكَ فَلاَ تَكُونَنَّ ظَهيراً لِّلْكَافِرِينَ
The Story,28,87,وَلاَ يَصُدُّنَّكَ عَنْ آيَاتِ ٱللَّهِ بَعْدَ إِذْ أُنزِلَتْ إِلَيْكَ وَٱدْعُ إِلَىٰ رَبِّكَ وَلاَ تَكُونَنَّ مِنَ ٱلْمُشْرِكِينَ
The Story,28,88,وَلاَ تَدْعُ مَعَ ٱللَّهِ إِلَـٰهاً آخَرَ لاَ إِلَـٰهَ إِلاَّ هُوَ كُلُّ شَيْءٍ هَالِكٌ إِلاَّ وَجْهَهُ لَهُ ٱلْحُكْمُ وَإِلَيْهِ تُرْجَعُونَ
The Spider,29,1,الۤـمۤ
The Spider,29,2,أَحَسِبَ ٱلنَّاسُ أَن يُتْرَكُوۤاْ أَن يَقُولُوۤاْ آمَنَّا وَهُمْ لاَ يُفْتَنُونَ
The Spider,29,3,وَلَقَدْ فَتَنَّا ٱلَّذِينَ مِن قَبْلِهِمْ فَلَيَعْلَمَنَّ ٱللَّهُ ٱلَّذِينَ صَدَقُواْ وَلَيَعْلَمَنَّ ٱلْكَاذِبِينَ
The Spider,29,4,أَمْ حَسِبَ ٱلَّذِينَ يَعْمَلُونَ ٱلسَّيِّئَاتِ أَن يَسْبِقُونَا سَآءَ مَا يَحْكُمُونَ
The Spider,29,5,مَن كَانَ يَرْجُواْ لِقَآءَ ٱللَّهِ فَإِنَّ أَجَلَ ٱللَّهِ لآتٍ وَهُوَ ٱلسَّمِيعُ ٱلْعَلِيمُ
The Spider,29,6,وَمَن جَاهَدَ فَإِنَّمَا يُجَاهِدُ لِنَفْسِهِ إِنَّ ٱللَّهَ لَغَنِيٌّ عَنِ ٱلْعَالَمِينَ
The Spider,29,7,وَٱلَّذِينَ آمَنُواْ وَعَمِلُواْ ٱلصَّالِحَاتِ لَنُكَفِّرَنَّ عَنْهُمْ سَيِّئَاتِهِمْ وَلَنَجْزِيَنَّهُمْ أَحْسَنَ ٱلَّذِي كَانُواْ يَعْمَلُونَ
The Spider,29,8,وَوَصَّيْنَا ٱلإِنْسَانَ بِوَالِدَيْهِ حُسْناً وَإِن جَاهَدَاكَ لِتُشْرِكَ بِي مَا لَيْسَ لَكَ بِهِ عِلْمٌ فَلاَ تُطِعْهُمَآ إِلَيَّ مَرْجِعُكُمْ فَأُنَبِّئُكُم بِمَا كُنتُمْ تَعْمَلُونَ
The Spider,29,9,وَٱلَّذِينَ آمَنُواْ وَعَمِلُواْ ٱلصَّالِحَاتِ لَنُدْخِلَنَّهُمْ فِي ٱلصَّالِحِينَ
The Spider,29,10,وَمِنَ ٱلنَّاسِ مَن يِقُولُ ءَامَنَّا بِٱللَّهِ فَإِذَآ أُوذِيَ فِي ٱللَّهِ جَعَلَ فِتْنَةَ ٱلنَّاسِ كَعَذَابِ ٱللَّهِ وَلَئِنْ جَآءَ نَصْرٌ مِّن رَّبِّكَ لَيَقُولُنَّ إِنَّا كُنَّا مَعَكُمْ أَوَ لَيْسَ ٱللَّهُ بِأَعْلَمَ بِمَا فِي صُدُورِ ٱلْعَالَمِينَ
The Spider,29,11,وَلَيَعْلَمَنَّ ٱللَّهُ ٱلَّذِينَ آمَنُواْ وَلَيَعْلَمَنَّ ٱلْمُنَافِقِينَ
The Spider,29,12,وَقَالَ ٱلَّذِينَ كَفَرُواْ لِلَّذِينَ آمَنُواْ ٱتَّبِعُواْ سَبِيلَنَا وَلْنَحْمِلْ خَطَايَاكُمْ وَمَا هُمْ بِحَامِلِينَ مِنْ خَطَايَاهُمْ مِّن شَيْءٍ إِنَّهُمْ لَكَاذِبُونَ
The Spider,29,13,وَلَيَحْمِلُنَّ أَثْقَالَهُمْ وَأَثْقَالاً مَّعَ أَثْقَالِهِمْ وَلَيُسْأَلُنَّ يَوْمَ ٱلْقِيَامَةِ عَمَّا كَانُواْ يَفْتَرُونَ
The Spider,29,14,وَلَقَدْ أَرْسَلْنَا نُوحاً إِلَىٰ قَوْمِهِ فَلَبِثَ فِيهِمْ أَلْفَ سَنَةٍ إِلاَّ خَمْسِينَ عَاماً فَأَخَذَهُمُ ٱلطُّوفَانُ وَهُمْ ظَالِمُونَ
The Spider,29,15,فأَنْجَيْناهُ وأَصْحَابَ ٱلسَّفِينَةِ وَجَعَلْنَاهَآ آيَةً لِّلْعَالَمِينَ
The Spider,29,16,وَإِبْرَاهِيمَ إِذْ قَالَ لِقَوْمِهِ ٱعْبُدُواْ ٱللَّهَ وَٱتَّقُوهُ ذٰلِكُمْ خَيْرٌ لَّكُمْ إِن كُنتُمْ تَعْلَمُونَ
The Spider,29,17,إِنَّمَا تَعْبُدُونَ مِن دُونِ ٱللَّهِ أَوْثَاناً وَتَخْلُقُونَ إِفْكاً إِنَّ ٱلَّذِينَ تَعْبُدُونَ مِن دُونِ ٱللَّهِ لاَ يَمْلِكُونَ لَكُمْ رِزْقاً فَٱبْتَغُواْ عِندَ ٱللَّهِ ٱلرِّزْقَ وَٱعْبُدُوهُ وَٱشْكُرُواْ لَهُ إِلَيْهِ تُرْجَعُونَ
The Spider,29,18,وَإِن تُكَذِّبُواْ فَقَدْ كَذَّبَ أُمَمٌ مِّن قَبْلِكُمْ وَمَا عَلَى ٱلرَّسُولِ إِلاَّ ٱلْبَلاَغُ ٱلْمُبِينُ
The Spider,29,19,أَوَلَمْ يَرَوْاْ كَيْفَ يُبْدِئُ ٱللَّهُ ٱلْخَلْقَ ثُمَّ يُعِيدُهُ إِنَّ ذٰلِكَ عَلَى ٱللَّهِ يَسِيرٌ
The Spider,29,20,قُلْ سِيرُواْ فِي ٱلأَرْضِ فَٱنظُرُواْ كَيْفَ بَدَأَ ٱلْخَلْقَ ثُمَّ ٱللَّهُ يُنشِىءُ ٱلنَّشْأَةَ ٱلآخِرَةَ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ
The Spider,29,21,يُعَذِّبُ مَن يَشَآءُ وَيَرْحَمُ مَن يَشَآءُ وَإِلَيْهِ تُقْلَبُونَ
The Spider,29,22,وَمَآ أَنتُمْ بِمُعْجِزِينَ فِي ٱلأَرْضِ وَلاَ فِي ٱلسَّمَآءِ وَمَا لَكُمْ مِّن دُونِ ٱللَّهِ مِن وَلِيٍّ وَلاَ نَصِيرٍ
The Spider,29,23,وَٱلَّذِينَ كَفَرُواْ بِآيَاتِ ٱللَّهِ وَلِقَآئِهِ أُوْلَـٰئِكَ يَئِسُواْ مِن رَّحْمَتِي وَأُوْلَـٰئِكَ لَهُمْ عَذَابٌ أَلِيمٌ
The Spider,29,24,فَمَا كَانَ جَوَابَ قَوْمِهِ إِلاَّ أَن قَالُواْ ٱقْتُلُوهُ أَوْ حَرِّقُوهُ فَأَنْجَاهُ ٱللَّهُ مِنَ ٱلنَّارِ إِنَّ فِي ذٰلِكَ لآيَاتٍ لِّقَوْمٍ يُؤْمِنُونَ
The Spider,29,25,وَقَالَ إِنَّمَا ٱتَّخَذْتُمْ مِّن دُونِ ٱللَّهِ أَوْثَاناً مَّوَدَّةَ بَيْنِكُمْ فِي ٱلْحَيَاةِ ٱلدُّنْيَا ثُمَّ يَوْمَ ٱلْقِيَامَةِ يَكْفُرُ بَعْضُكُمْ بِبَعْضٍ وَيَلْعَنُ بَعْضُكُمْ بَعْضاً وَمَأْوَاكُمُ ٱلنَّارُ وَمَا لَكُمْ مِّن نَّاصِرِينَ
The Spider,29,26,فَآمَنَ لَهُ لُوطٌ وَقَالَ إِنِّي مُهَاجِرٌ إِلَىٰ رَبِّيۤ إِنَّهُ هُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ
The Spider,29,27,وَوَهَبْنَا لَهُ إِسْحَاقَ وَيَعْقُوبَ وَجَعَلْنَا فِي ذُرِّيَّتِهِ ٱلنُّبُوَّةَ وَٱلْكِتَابَ وَآتَيْنَاهُ أَجْرَهُ فِي ٱلدُّنْيَا وَإِنَّهُ فِي ٱلآخِرَةِ لَمِنَ ٱلصَّالِحِينَ
The Spider,29,28,وَلُوطاً إِذْ قَالَ لِقَوْمِهِ إِنَّكُمْ لَتَأْتُونَ ٱلْفَاحِشَةَ مَا سَبَقَكُمْ بِهَا مِنْ أَحَدٍ مِّنَ ٱلْعَالَمِينَ
The Spider,29,29,أَئِنَّكُمْ لَتَأْتُونَ ٱلرِّجَالَ وَتَقْطَعُونَ ٱلسَّبِيلَ وَتَأْتُونَ فِي نَادِيكُمُ ٱلْمُنْكَرَ فَمَا كَانَ جَوَابَ قَوْمِهِ إِلاَّ أَن قَالُواْ ٱئْتِنَا بِعَذَابِ ٱللَّهِ إِن كُنتَ مِنَ ٱلصَّادِقِينَ
The Spider,29,30,قَالَ رَبِّ ٱنصُرْنِي عَلَى ٱلْقَوْمِ ٱلْمُفْسِدِينَ
The Spider,29,31,وَلَمَّا جَآءَتْ رُسُلُنَآ إِبْرَاهِيمَ بِٱلْبُشْرَىٰ قَالُوۤاْ إِنَّا مُهْلِكُوۤ أَهْلِ هَـٰذِهِ ٱلْقَرْيَةِ إِنَّ أَهْلَهَا كَانُواْ ظَالِمِينَ
The Spider,29,32,قَالَ إِنَّ فِيهَا لُوطاً قَالُواْ نَحْنُ أَعْلَمُ بِمَن فِيهَا لَنُنَجِّيَنَّهُ وَأَهْلَهُ إِلاَّ ٱمْرَأَتَهُ كَانَتْ مِنَ ٱلْغَابِرِينَ
The Spider,29,33,وَلَمَّآ أَن جَآءَتْ رُسُلُنَا لُوطاً سِيءَ بِهِمْ وَضَاقَ بِهِمْ ذَرْعاً وَقَالُواْ لاَ تَخَفْ وَلاَ تَحْزَنْ إِنَّا مُنَجُّوكَ وَأَهْلَكَ إِلاَّ ٱمْرَأَتَكَ كَانَتْ مِنَ ٱلْغَابِرينَ
The Spider,29,34,إِنَّا مُنزِلُونَ عَلَىٰ أَهْلِ هَـٰذِهِ ٱلْقَرْيَةِ رِجْزاً مِّنَ ٱلسَّمَآءِ بِمَا كَانُواْ يَفْسُقُونَ
The Spider,29,35,وَلَقَد تَّرَكْنَا مِنْهَآ آيَةً بَيِّنَةً لِّقَوْمٍ يَعْقِلُونَ
The Spider,29,36,وَإِلَىٰ مَدْيَنَ أَخَاهُمْ شُعَيْباً فَقَالَ يٰقَوْمِ ٱعْبُدُواْ ٱللَّهَ وَٱرْجُواْ ٱلْيَوْمَ ٱلأَخِرَ وَلاَ تَعْثَوْاْ فِي ٱلأَرْضِ مُفْسِدِينَ
The Spider,29,37,فَكَذَّبُوهُ فَأَخَذَتْهُمُ ٱلرَّجْفَةُ فَأَصْبَحُواْ فِي دَارِهِمْ جَاثِمِينَ
The Spider,29,38,وَعَاداً وَثَمُودَاْ وَقَد تَّبَيَّنَ لَكُم مِّن مَّسَاكِنِهِمْ وَزَيَّنَ لَهُمُ ٱلشَّيْطَانُ أَعْمَالَهُمْ فَصَدَّهُمْ عَنِ ٱلسَّبِيلِ وَكَانُواْ مُسْتَبْصِرِينَ
The Spider,29,39,وَقَارُونَ وَفِرْعَوْنَ وَهَامَانَ وَلَقَدْ جَآءَهُمْ مُّوسَىٰ بِٱلْبَيِّنَاتِ فَٱسْتَكْبَرُواْ فِي ٱلأَرْضِ وَمَا كَانُواْ سَابِقِينَ
The Spider,29,40,فَكُلاًّ أَخَذْنَا بِذَنبِهِ فَمِنْهُم مَّن أَرْسَلْنَا عَلَيْهِ حَاصِباً وَمِنْهُمْ مَّنْ أَخَذَتْهُ ٱلصَّيْحَةُ وَمِنْهُمْ مَّنْ خَسَفْنَا بِهِ ٱلأَرْضَ وَمِنْهُمْ مَّنْ أَغْرَقْنَا وَمَا كَانَ ٱللَّهُ لِيَظْلِمَهُمْ وَلَـٰكِن كَانُوۤاْ أَنفُسَهُمْ يَظْلِمُونَ
The Spider,29,41,مَثَلُ ٱلَّذِينَ ٱتَّخَذُواْ مِن دُونِ ٱللَّهِ أَوْلِيَآءَ كَمَثَلِ ٱلْعَنكَبُوتِ ٱتَّخَذَتْ بَيْتاً وَإِنَّ أَوْهَنَ ٱلْبُيُوتِ لَبَيْتُ ٱلْعَنكَبُوتِ لَوْ كَانُواْ يَعْلَمُونَ
The Spider,29,42,إِنَّ ٱللَّهَ يَعْلَمُ مَا يَدْعُونَ مِن دُونِهِ مِن شَيْءٍ وَهُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ
The Spider,29,43,وَتِلْكَ ٱلأَمْثَالُ نَضْرِبُهَا لِلنَّاسِ وَمَا يَعْقِلُهَآ إِلاَّ ٱلْعَالِمُونَ
The Spider,29,44,خَلَقَ ٱللَّهُ ٱلسَّمَٰوَٰتِ وَٱلأَرْضَ بِٱلْحَقِّ إِنَّ فِي ذٰلِكَ لآيَةً لِّلْمُؤْمِنِينَ
The Spider,29,45,ٱتْلُ مَا أُوْحِيَ إِلَيْكَ مِنَ ٱلْكِتَابِ وَأَقِمِ ٱلصَّلاَةَ إِنَّ ٱلصَّلاَةَ تَنْهَىٰ عَنِ ٱلْفَحْشَآءِ وَٱلْمُنْكَرِ وَلَذِكْرُ ٱللَّهِ أَكْبَرُ وَٱللَّهُ يَعْلَمُ مَا تَصْنَعُونَ
The Spider,29,46,وَلاَ تُجَادِلُوۤاْ أَهْلَ ٱلْكِتَابِ إِلاَّ بِٱلَّتِي هِيَ أَحْسَنُ إِلاَّ ٱلَّذِينَ ظَلَمُواْ مِنْهُمْ وَقُولُوۤاْ آمَنَّا بِٱلَّذِيۤ أُنزِلَ إِلَيْنَا وَأُنزِلَ إِلَيْكُمْ وَإِلَـٰهُنَا وَإِلَـٰهُكُمْ وَاحِدٌ وَنَحْنُ لَهُ مُسْلِمُونَ
The Spider,29,47,وَكَذَلِكَ أَنزَلْنَآ إِلَيْكَ ٱلْكِتَابَ فَٱلَّذِينَ آتَيْنَاهُمُ ٱلْكِتَابَ يُؤْمِنُونَ بِهِ وَمِنْ هَـٰؤُلاۤءِ مَن يُؤْمِنُ بِهِ وَمَا يَجْحَدُ بِآيَاتِنَآ إِلاَّ ٱلْكَافِرونَ
The Spider,29,48,وَمَا كُنتَ تَتْلُواْ مِن قَبْلِهِ مِن كِتَابٍ وَلاَ تَخُطُّهُ بِيَمِينِكَ إِذاً لاَّرْتَابَ ٱلْمُبْطِلُونَ
The Spider,29,49,بَلْ هُوَ آيَاتٌ بَيِّنَاتٌ فِي صُدُورِ ٱلَّذِينَ أُوتُواْ ٱلْعِلْمَ وَمَا يَجْحَدُ بِآيَاتِنَآ إِلاَّ ٱلظَّالِمُونَ
The Spider,29,50,وَقَالُواْ لَوْلاَ أُنزِلَ عَلَيْهِ آيَاتٌ مِّن رَّبِّهِ قُلْ إِنَّمَا ٱلآيَاتُ عِندَ ٱللَّهِ وَإِنَّمَآ أَنَاْ نَذِيرٌ مُّبِينٌ
The Spider,29,51,أَوَلَمْ يَكْفِهِمْ أَنَّآ أَنزَلْنَا عَلَيْكَ ٱلْكِتَابَ يُتْلَىٰ عَلَيْهِمْ إِنَّ فِي ذٰلِكَ لَرَحْمَةً وَذِكْرَىٰ لِقَوْمٍ يُؤْمِنُونَ
The Spider,29,52,قُلْ كَفَىٰ بِٱللَّهِ بَيْنِي وَبَيْنَكُمْ شَهِيداً يَعْلَمُ مَا فِي ٱلسَّمَٰوَٰتِ وَٱلأَرْضِ وَٱلَّذِينَ آمَنُواْ بِٱلْبَاطِلِ وَكَفَرُواْ بِٱللَّهِ أُوْلَـٰئِكَ هُمُ ٱلْخَاسِرُونَ
The Spider,29,53,وَيَسْتَعْجِلُونَكَ بِٱلْعَذَابِ وَلَوْلاَ أَجَلٌ مُّسَمًّى لَّجَآءَهُمُ ٱلْعَذَابُ وَلَيَأْتِيَنَّهُمْ بَغْتَةً وَهُمْ لاَ يَشْعُرُونَ
The Spider,29,54,يَسْتَعْجِلُونَكَ بِٱلْعَذَابِ وَإِنَّ جَهَنَّمَ لَمُحِيطَةٌ بِٱلْكَافِرِينَ
The Spider,29,55,يَوْمَ يَغْشَاهُمُ ٱلْعَذَابُ مِن فَوْقِهِمْ وَمِن تَحْتِ أَرْجُلِهِمْ وَيِقُولُ ذُوقُواْ مَا كُنْتُمْ تَعْمَلُونَ
The Spider,29,56,يٰعِبَادِيَ ٱلَّذِينَ آمَنُوۤاْ إِنَّ أَرْضِي وَاسِعَةٌ فَإِيَّايَ فَٱعْبُدُونِ
The Spider,29,57,كُلُّ نَفْسٍ ذَآئِقَةُ ٱلْمَوْتِ ثُمَّ إِلَيْنَا تُرْجَعُونَ
The Spider,29,58,وَٱلَّذِينَ آمَنُواْ وَعَمِلُواْ ٱلصَّالِحَاتِ لَنُبَوِّئَنَّهُمْ مِّنَ ٱلْجَنَّةِ غُرَفَاً تَجْرِي مِن تَحْتِهَا ٱلأَنْهَارُ خَالِدِينَ فِيهَا نِعْمَ أَجْرُ ٱلْعَامِلِينَ
The Spider,29,59,ٱلَّذِينَ صَبَرُواْ وَعَلَىٰ رَبِّهِمْ يَتَوَكَّلُونَ
The Spider,29,60,وَكَأَيِّن مِّن دَآبَّةٍ لاَّ تَحْمِلُ رِزْقَهَا ٱللَّهُ يَرْزُقُهَا وَإِيَّاكُمْ وَهُوَ ٱلسَّمِيعُ ٱلْعَلِيمُ
The Spider,29,61,وَلَئِن سَأَلْتَهُمْ مَّنْ خَلَقَ ٱلسَّمَٰوَٰتِ وَٱلأَرْضَ وَسَخَّرَ ٱلشَّمْسَ وَٱلْقَمَرَ لَيَقُولُنَّ ٱللَّهُ فَأَنَّىٰ يُؤْفَكُونَ
The Spider,29,62,ٱللَّهُ يَبْسُطُ ٱلرِّزْقَ لِمَن يَشَآءُ مِنْ عِبَادِهِ وَيَقْدِرُ لَهُ إِنَّ ٱللَّهَ بِكُلِّ شَيْءٍ عَلِيمٌ
The Spider,29,63,وَلَئِن سَأَلْتَهُمْ مَّن نَّزَّلَ مِنَ ٱلسَّمَآءِ مَآءً فَأَحْيَا بِهِ ٱلأَرْضَ مِن بَعْدِ مَوْتِهَا لَيَقُولُنَّ ٱللَّهُ قُلِ ٱلْحَمْدُ لِلَّهِ بَلْ أَكْثَرُهُمْ لاَ يَعْقِلُونَ
The Spider,29,64,وَمَا هَـٰذِهِ ٱلْحَيَاةُ ٱلدُّنْيَآ إِلاَّ لَهْوٌ وَلَعِبٌ وَإِنَّ ٱلدَّارَ ٱلآخِرَةَ لَهِيَ ٱلْحَيَوَانُ لَوْ كَانُواْ يَعْلَمُونَ
The Spider,29,65,فَإِذَا رَكِبُواْ فِي ٱلْفُلْكِ دَعَوُاْ ٱللَّهَ مُخْلِصِينَ لَهُ ٱلدِّينَ فَلَمَّا نَجَّاهُمْ إِلَى ٱلْبَرِّ إِذَا هُمْ يُشْرِكُونَ
The Spider,29,66,لِيَكْفُرُواْ بِمَآ آتَيْنَاهُمْ وَلِيَتَمَتَّعُواْ فَسَوْفَ يَعلَمُونَ
The Spider,29,67,أَوَلَمْ يَرَوْاْ أَنَّا جَعَلْنَا حَرَماً آمِناً وَيُتَخَطَّفُ ٱلنَّاسُ مِنْ حَوْلِهِمْ أَفَبِٱلْبَاطِلِ يُؤْمِنُونَ وَبِنِعْمَةِ ٱللَّهِ يَكْفُرُونَ
